Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Justin Topa","MIN",1,5,4,54,1,60,7.350000934600949,2.7000003433227975,0.3000000381469775,0.3384615384615385,0.66513761,0.476923076,0.04,,3.9000004959107075,4.4186252790379505,3.035136305491128,3.886585842753986,0.9201321713626385,"Justin Topa",15145,623437
"Aaron Civale","- - -",4,9,1,23,18,102,7.764705882352941,2.911764705882353,1.411764705882353,0.27491408934707906,0.6778169,0.339933993,0.112676056,92.0384846090824,4.852941176470588,4.1029109355611455,4.625332396638159,4.7324596780187935,0.9071138636209071,"Aaron Civale",19479,650644
"Michael McGreevy","STL",8,4,0,17,16,95.2,5.456446029293884,1.8815331135496154,1.1289198681297692,0.28664495114006516,0.6873823,0.473186119,0.115384615,92.89727864583334,4.421602816841596,4.6532230371011325,4.274509148078499,4.31988429198945,0.8945112973451614,"Michael McGreevy",29869,700241
"Jared Koenig","MIL",6,1,2,72,0,66,9.272728344625802,2.7272730425370004,0.8181819127611002,0.3,0.82644628,0.459770114,0.085714285,95.76968587239584,2.8636366946638505,2.824113274439354,3.347257554848554,3.8006174865830937,0.8920438885688782,"Jared Koenig",27517,657649
"Shota Imanaga","CHC",9,8,0,25,25,144.2,7.2788023551415195,1.6175116344758933,1.9285715641827958,0.2193877551020408,0.81510934,0.291866028,0.135964912,90.81617733931947,3.7327191564828306,4.062573695140187,4.86324703880069,4.507370726494198,0.8881540298461914,"Shota Imanaga",33829,684007
"JoJo Romero","STL",4,6,8,65,0,61,8.114756128218886,4.278689594879049,0.29508204102614133,0.2694610778443114,0.75797872,0.545454545,0.04,94.29938375538794,2.065574287182989,3.4851863338515994,3.282677338719858,4.120168789848258,0.8846464157104492,"JoJo Romero",19574,668941
"Bryce Elder","ATL",8,11,0,28,28,156.1,7.541578070523133,2.9360342106616772,1.3816631579584364,0.30620985010706636,0.67752101,0.482474226,0.158940397,92.78952508223684,5.2963754388406725,4.724004166486618,4.548782419636484,4.042189459875144,0.8802686929702759,"Bryce Elder",27779,693821
"Grant Holmes","ATL",4,9,0,22,21,115,9.626087595141044,4.22608723689119,1.2521739961159082,0.2876712328767123,0.78643579,0.453947368,0.148148148,94.51151922294177,3.9913046126194573,4.542440107597352,4.3960059670735,4.035204603987538,0.8718426823616028,"Grant Holmes",16944,656550
"Mitchell Parker","WSN",9,16,1,33,30,164.2,5.629554873229226,3.1700406082261665,1.3663968138905889,0.28598130841121494,0.60487805,0.369369369,0.113122171,92.97211660494341,5.68421074578485,5.941226091753892,4.987363110369586,5.0828553523334525,0.8711136728525162,"Mitchell Parker",27636,680730
"Seranthony Domínguez","- - -",4,4,2,67,0,62.2,11.345746867902132,5.170213762588313,0.7180852448039324,0.2805755395683453,0.69333333,0.430555555,0.096153846,97.65612537591527,3.1595750771373026,3.2439825329455725,3.470242765781956,3.7123243715313956,0.8665728271007538,"Seranthony Dominguez",19249,622554
"Edwin Uceta","TBR",10,3,1,70,0,76,12.197369645507175,3.1973687420261525,1.3026317097143585,0.29651162790697677,0.78431373,0.316666666,0.1375,93.88512936487854,3.789474064623588,3.871023809312255,3.6877679526310607,3.4290724685504466,0.8615763783454895,"Edwin Uceta",20539,670955
"Lucas Erceg","KCR",8,4,2,61,0,61.1,7.043479283049935,2.641304731143726,0.586956606920828,0.2857142857142857,0.80965909,0.528089887,0.076923076,97.77927667025862,2.641304731143726,3.833246306258119,3.493832022436182,3.9531328125046743,0.8593595623970032,"Lucas Erceg",19360,668674
"Cristian Javier","HOU",2,4,0,8,8,37,8.27027027027027,3.6486486486486487,0.7297297297297297,0.27884615384615385,0.59360731,0.29906542,0.052631578,92.76065848214286,4.621621621621622,3.2772360922197414,3.648649831720301,4.96970769505243,0.8528066277503967,"Cristian Javier",17606,664299
"Jose Quintana","MIL",11,7,0,24,24,131.2,6.08354477381026,3.417721783039472,1.23037984189421,0.25888324873096447,0.73431242,0.432762836,0.111801242,90.29453890931373,3.964557268325788,5.187186751170606,4.81361746054395,4.921617694320327,0.8461607098579407,"Jose Quintana",11423,500779
"Hunter Gaddis","CLE",2,2,3,73,0,66.2,9.855001503753892,2.8350004325867357,1.080000164794947,0.29239766081871343,0.81395349,0.369318181,0.105263157,94.7205061239193,3.1050004737854726,3.614059421654575,3.495136373138436,3.6927192221529626,0.8445630073547363,"Hunter Gaddis",25636,683769
"Michael King","SDP",5,3,0,15,15,73.1,9.327273374194986,3.1909093122246004,1.4727273748728926,0.2631578947368421,0.81117021,0.383084577,0.131868131,93.81741240530303,3.436363874703416,4.260714517140755,4.4169545889294906,4.202840178346685,0.8377293944358826,"Michael King",19853,650633
"Martín Pérez","CHW",1,6,0,11,10,56,7.0714289327057225,3.5357144663528612,0.9642857635507803,0.22077922077922077,0.73741007,0.389937106,0.08,89.8560163974762,3.5357144663528612,5.3569433213790685,4.242279231913239,4.914251562843931,0.8354494273662567,"Martin Perez",6902,527048
"Ryan Gusto","- - -",7,7,0,27,17,101.2,8.586885460697498,3.18688532561969,1.5049180704315204,0.32550335570469796,0.67073171,0.369426751,0.118881118,94.0067990620931,5.665573912212782,4.606655537993067,4.610546191178866,4.605320505955879,0.828637458384037,"Ryan Gusto",26440,687473
"Brandon Walter","HOU",1,3,0,9,9,53.2,8.720497307652884,0.6708074852040681,1.6770187130101701,0.2517482517482518,0.84615385,0.447368421,0.185185185,91.69186032046179,3.3540374260203403,3.2531603656048858,4.01091275722321,3.13986780288265,0.8265148997306824,"Brandon Walter",26056,687888
"Andrew Kittredge","- - -",4,3,5,54,0,53,10.867925701637164,1.8679247299688875,1.1886793736165648,0.2698412698412698,0.71090047,0.492424242,0.159090909,,3.3962267817616136,2.7779116467246507,3.059664611945418,2.622617958174829,0.8223144859075546,"Andrew Kittredge",12828,552640
"Logan Henderson","MIL",3,0,0,5,5,25.1,11.723684798977741,2.8421054058127857,1.0657895271797946,0.2545454545454545,0.96153846,0.228070175,0.096774193,93.07905783582089,1.7763158786329911,3.683590994758677,3.016715259631255,3.363843649106018,0.8123263716697693,"Logan Henderson",31475,701656
"Braydon Fisher","TOR",7,0,0,52,1,50,11.160002341461674,3.4200007175447062,0.7200001510620434,0.24561403508771928,0.80578512,0.367521367,0.074074074,95.548583984375,2.7000005664826627,3.323818025820268,3.01513629302978,3.640214884154591,0.8120140731334686,"Braydon Fisher",24609,680755
"Matt Festa","CLE",5,4,0,63,0,54.2,9.21951519740995,2.469512999306237,0.6585367998149965,0.273972602739726,0.59931507,0.406896551,0.074074074,91.9136379076087,4.115854998843727,3.46070948909356,3.1351363182067873,3.7068546080224354,0.8067736029624939,"Matt Festa",19330,670036
"Randy Vásquez","SDP",6,7,0,28,26,133.2,5.251870349169945,3.5012468994466297,1.0773067382912707,0.26139088729016785,0.77351485,0.401392111,0.083333333,93.53729600694444,3.8379052551626516,5.369849737270606,4.848353283961655,5.506811754229897,0.8041343986988068,"Randy Vasquez",24719,681190
"Caleb Ferguson","- - -",5,4,0,70,0,65.1,7.025512186749647,3.0306131001665144,0.2755102818333195,0.2751322751322751,0.69444444,0.486631016,0.039215686,93.9823669619111,3.5816336638331534,3.468720334182453,3.2575853323549286,4.063126963582366,0.8028489202260971,"Caleb Ferguson",19349,657571
"Dustin May","- - -",7,11,0,25,23,132.1,8.365239736800287,3.8085644330147654,1.428211662380537,0.29838709677419356,0.71512309,0.42159383,0.142857142,95.49288081857155,4.964735778751391,5.177731851778492,4.880728350005222,4.530368225253444,0.7985459608025849,"Dustin May",19716,669160
"Cole Sands","MIN",4,6,3,69,3,72,8.000000847710593,2.3750002516640825,0.8750000927183461,0.28292682926829266,0.60102302,0.439613526,0.086419753,95.05237705660183,4.500000476837209,3.8704163040120867,3.5795808097462647,4.050148699864401,0.7966116294264793,"Cole Sands",21461,663485
"Tanner Banks","PHI",6,2,1,69,1,67.1,8.153465962435728,1.6039605172004712,1.2029703879003535,0.2554347826086957,0.79787234,0.367021276,0.116883116,92.5389940344769,3.07425765796757,3.7947726191577686,3.6400868513995284,3.6655412182606257,0.7766744792461395,"Tanner Banks",16990,621383
"Fernando Cruz","NYY",3,4,2,49,0,48,13.500003218651585,4.500001072883862,0.9375002235174712,0.2916666666666667,0.73584906,0.37,0.135135135,93.89872472426471,3.5625008493663906,3.3996578057680096,3.176802994807564,3.0110603437788948,0.776668131351471,"Fernando Cruz",7048,518585
"Reed Garrett","NYM",3,6,3,58,1,55.1,10.409640946363185,4.2289166344600435,0.8132531989346238,0.29577464788732394,0.70149254,0.404109589,0.102040816,98.08627801192434,3.903615354886194,3.496178491320702,3.4604375977806368,3.651014022748776,0.7730584591627121,"Reed Garrett",16866,657585
"Matt Brash","SEA",1,3,4,53,0,47.1,11.02817108791506,3.4225358548701914,0.760563523304487,0.3162393162393162,0.83032491,0.547008547,0.121212121,95.75521047491776,2.4718314507395824,3.251436361537557,3.050629260061844,3.026912299015001,0.7659394145011902,"Matt Brash",25756,666374
"Brooks Raley","NYM",3,1,0,30,0,25.2,8.766235286258029,2.103896468701927,0,0.21212121212121213,0.68181818,0.333333333,0,,2.454545880152248,2.3676747183755102,2.1221491295725263,3.8641146314540022,0.7603611946105957,"Brooks Raley",10061,548384
"Tommy Nance","TOR",2,0,0,30,0,31.2,9.094738668088144,1.9894740836442815,0,0.29069767441860467,0.66666667,0.529411764,0,,1.9894740836442815,3.874319702261334,1.8719781698612117,2.845708458914936,0.7562869191169739,"Tommy Nance",19178,667297
"J.T. Ginn","ATH",4,7,0,23,16,90.1,9.863468877659626,3.088560961691398,1.693726978992057,0.3138075313807531,0.73193916,0.52734375,0.215189873,92.69905090332031,5.081180936976171,3.742497463568175,4.618531188696563,3.5203474627745655,0.7537907361984253,"J.T. Ginn",27889,669372
"Corbin Burnes","ARI",3,2,0,11,11,64.1,8.813472199393333,3.6373059870512168,0.9792746888214814,0.25301204819277107,0.80645161,0.502923976,0.14,,2.6580312982297354,3.8563884628967697,3.943426537551502,3.7271617392056062,0.747699499130249,"Corbin Burnes",19361,669203
"Luis García","- - -",2,2,2,58,0,55.1,7.80723003698114,4.22891627003145,0.32530125154088085,0.3375796178343949,0.74168798,0.496815286,0.046511627,96.82970832375919,3.4156631411792486,4.461098755573167,3.279714652224957,4.00793386289119,0.746558241546154,"Luis Garcia",6984,472610
"Gregory Soto","- - -",1,5,1,70,0,60.1,10.441992471428962,3.5801117044899295,0.596685284081655,0.3411764705882353,0.70021882,0.438596491,0.071428571,97.30745567908654,4.176796988571585,3.834721940779815,3.416904369023124,3.986032764726568,0.7365852892398834,"Gregory Soto",19677,642397
"Garrett Cleavinger","TBR",2,6,2,67,0,61.1,12.032611190259185,2.641304895422748,1.320652447711374,0.2440944881889764,0.91603053,0.443609022,0.1875,97.0595703125,2.347826573709109,3.2193198313261386,3.5916581519835584,2.8906279051804726,0.7246436476707458,"Garrett Cleavinger",17897,664076
"Andre Pallante","STL",6,15,0,31,31,162.2,6.141393826681282,3.4303280833715273,1.1618853185613238,0.29457364341085274,0.62203229,0.591337099,0.172131147,94.50006532190635,5.311475741994623,4.302261326080633,4.684316742955219,4.162342507884342,0.7242386937141418,"Andre Pallante",26108,669467
"Slade Cecconi","CLE",7,7,0,23,23,132,7.431818181818182,2.1818181818181817,1.6363636363636365,0.26790450928381965,0.74367089,0.413098236,0.154838709,94.32345655487805,4.295454545454546,4.99924558095375,4.642712075782545,4.089451422700376,0.7225502729415894,"Slade Cecconi",27500,677944
"Sean Burke","CHW",4,11,0,28,22,134.1,8.91067005953228,4.220843712410027,1.540942942625883,0.29110512129380056,0.73897497,0.352185089,0.131428571,94.61521144202544,4.220843712410027,4.934623491115597,4.921736831396217,4.704399708413732,0.7135379314422607,"Sean Burke",29878,680732
"Orion Kerkering","PHI",8,4,4,69,0,60,9.750001239776768,4.050000514984196,0.9000001144409325,0.29878048780487804,0.74742268,0.420118343,0.092307692,97.38279073816156,3.3000004196167527,3.6433302279574025,3.8184697384304584,4.188687376533484,0.7070420384407043,"Orion Kerkering",31776,689147
"Kolby Allard","CLE",2,2,0,33,2,65,5.815385212644379,1.9384617375481263,0.6923077634100451,0.28921568627450983,0.79166667,0.380487804,0.055555555,90.02515216206395,2.6307695009581713,3.358745918960223,3.535136359288147,4.669852450158236,0.706366091966629,"Kolby Allard",18694,663465
"Bryan King","HOU",5,4,2,68,0,68,9.132354990421742,1.4558826796324515,1.3235297087567741,0.27624309392265195,0.8852459,0.409574468,0.144927536,91.93592201791158,2.779412388389226,3.059176938237541,3.67925408736235,3.3319012553129337,0.7030428051948547,"Bryan King",25890,687911
"Chris Paddack","- - -",5,12,1,33,28,158,6.379746912458238,2.107594962151382,1.7658228061268337,0.27720739219712526,0.66420664,0.366666666,0.136563876,93.73943893487703,5.354430444384592,5.014943614148991,5.027541404342713,4.691939023445561,0.701329842209816,"Chris Paddack",20099,663978
"Juan Mejia","COL",2,2,1,55,0,61.1,9.978261697044513,3.668478565089895,0.8804348556215748,0.2948717948717949,0.65683646,0.403726708,0.092307692,96.6088873959778,3.9619568502970863,2.9824150127435054,3.705788539442993,4.067957952003874,0.6919631958007812,"Juan Mejia",23237,675848
"Brock Stewart","- - -",2,2,0,43,0,37.2,10.513276643206105,3.106195371856349,0.7168143165822344,0.30526315789473685,0.84821429,0.37113402,0.0625,96.21346881200397,2.628319160801526,2.7296901275372463,3.1882336749906566,4.117529996873937,0.6844536438584328,"Brock Stewart",16727,592779
"Drew Pomeranz","CHC",2,2,1,57,4,49.2,10.32886097758868,2.7181213098917585,0.9060404366305861,0.2727272727272727,0.8627451,0.384,0.094339622,92.60987083609018,2.1744970479134067,3.4772720121700553,3.3566128693831527,3.693099851654312,0.6839758902788162,"Drew Pomeranz",11426,519141
"Greg Weissert","BOS",6,6,4,72,0,67,7.656717289792791,2.8208958436078704,0.8059702410308202,0.2670157068062827,0.74380165,0.413265306,0.075949367,94.20535714285714,2.8208958436078704,3.4215405640240535,3.672449812227334,4.326142511571337,0.680756688117981,"Greg Weissert",20375,669711
"Manuel Rodríguez","TBR",1,2,0,31,0,30.1,7.417583194940503,1.7802199667857208,0.5934066555952403,0.27586206896551724,0.79470199,0.602272727,0.1,96.92884347098214,2.076923294583341,3.0680689579919314,3.036235208940914,3.1956237848499285,0.6747832298278809,"Manuel Rodriguez",20794,655889
"Danny Coulombe","- - -",2,1,2,55,1,43,9.000002395275665,3.7674428631386503,0.6279071438564418,0.25892857142857145,0.85152838,0.392857142,0.065217391,90.38052717396911,2.3023261941402864,3.951641597786609,3.2979270592066054,4.040253035387895,0.6580213978886604,"Danny Coulombe",13293,543056
"Isaac Mattson","PIT",3,3,0,44,0,47.2,8.496504629775979,3.587413065905413,0.755244855980087,0.2421875,0.83333333,0.271317829,0.05479452,93.72649846311475,2.4545457819352827,3.3107352126647416,3.6596119126374034,4.9298282354867595,0.6412584185600281,"Isaac Mattson",20385,676755
"Brenan Hanifee","DET",3,3,0,54,0,60,6.000001144409398,2.1000004005432893,0.45000008583070483,0.30845771144278605,0.65104167,0.558823529,0.058823529,96.19733476216814,3.000000572204699,4.1311007938943245,3.251803007125859,3.912281550677503,0.6386138796806335,"Brenan Hanifee",22304,669724
"Shelby Miller","- - -",4,3,10,48,0,46,10.565218048420245,2.934782791227846,0.978260930409282,0.25925925925925924,0.77777778,0.339285714,0.102040816,95.19647642623546,2.7391306051459896,3.5031916402249688,3.4394841632230078,3.66872823019703,0.6360309440642595,"Shelby Miller",10197,571946
"Brandon Sproat","NYM",0,2,0,4,4,20.2,7.403226034202146,3.0483871905538247,0,0.3103448275862069,0.59259259,0.48275862,0,96.54970703125,4.7903227280131535,4.104939129054932,2.796426630367473,3.8408307144547864,0.6263463497161865,"Brandon Sproat",33850,687075
"Camilo Doval","- - -",4,3,16,69,0,65.1,9.918368408651279,4.821429087538816,0.5510204671472932,0.2865853658536585,0.65947242,0.536144578,0.088888888,98.18769939095128,3.581633036457406,3.5428417574260735,3.4718710481301334,3.737864992405837,0.6219439432024956,"Camilo Doval",21992,666808
"Ryan Walker","SFG",5,7,17,68,0,61.1,8.80434910381242,2.641304731143726,0.586956606920828,0.3181818181818182,0.67164179,0.494318181,0.085106382,,4.108696248445796,3.8330535370727894,3.2981798201292394,3.63179532172992,0.619860053062439,"Ryan Walker",20423,676254
"Kenley Jansen","LAA",5,4,29,62,0,59,8.694915816414772,2.8983052721382574,1.2203390619529506,0.19463087248322147,0.85152838,0.272727272,0.087912087,,2.59322050665002,3.729464883042353,3.9825940001185582,4.597819084749077,0.6144520044326782,"Kenley Jansen",3096,445276
"Félix Bautista","BAL",1,1,19,35,0,34.2,12.980770183032856,5.971154284195114,0.7788462109819714,0.19696969696969696,0.83333333,0.507246376,0.12,,2.5961540366065714,2.8349859493801253,3.365905565905149,3.3527368015697725,0.6101017594337463,"Felix Bautista",20666,642585
"Brant Hurter","DET",4,3,2,43,4,63,9.714287773011659,3.857143674578159,0.5714286925300975,0.31736526946107785,0.77181208,0.5,0.075471698,92.18361445835659,2.4285719432529147,3.6318501639471754,3.611326895315202,4.082948958504797,0.6053508669137955,"Brant Hurter",30133,676428
"Brennan Bernardino","BOS",4,3,1,55,3,51.2,7.490324608429218,4.529033484166504,0.17419359554486555,0.25165562913907286,0.67567568,0.496644295,0.020833333,92.30714416503906,3.1354847198075797,3.3862729344096416,3.4061041334988005,4.586817106886555,0.6020086109638214,"Brennan Bernardino",16835,657514
"Mark Leiter Jr.","NYY",6,7,2,59,0,48.1,10.0551750591344,3.1655180741719406,0.9310347276976296,0.37410071942446044,0.66197183,0.454545454,0.1,93.38610076904297,4.841380584027674,3.733669796463877,3.548929530516845,3.7990047495430077,0.5963972210884094,"Mark Leiter Jr.",15551,643410
"Ronel Blanco","HOU",3,4,0,9,9,48.1,8.937931269624151,3.724138029010063,1.3034483101535221,0.24193548387096775,0.74152542,0.338582677,0.111111111,93.22238018992932,4.09655183191107,3.181432884284629,4.273067382626529,4.399886216970968,0.5926380157470703,"Ronel Blanco",19407,669854
"Jakob Junis","CLE",4,1,0,57,0,66.2,7.425001132965261,2.4300003707886306,0.6750001029968419,0.3072916666666667,0.78481013,0.40625,0.066666666,91.26776123046875,2.9700004531861044,4.038621582322954,3.4501363662719804,4.209593211299756,0.5877531170845032,"Jakob Junis",13619,596001
"Andrew Alvarez","WSN",1,1,0,5,5,23.1,7.714286134680946,3.857143067340473,0.38571430673404733,0.22727272727272727,0.7421875,0.56060606,0.05,91.04276789671985,2.314285840404284,2.8658126717046435,3.392279189362819,4.156627215126086,0.5796646475791931,"Andrew Alvarez",29914,674841
"AJ Smith-Shawver","ATL",3,2,0,9,9,44.1,8.526316034024921,4.2631580170124606,0.8120300984785639,0.3064516129032258,0.75342466,0.354330708,0.085106382,95.73576756042296,3.8571429677731786,6.283601495313934,3.902053633436542,4.363596830028104,0.5629348158836365,"AJ Smith-Shawver",29960,700363
"Tanner Gordon","COL",6,8,0,15,15,75.1,7.407080146119794,2.0309735884522016,1.9115045538373663,0.33472803347280333,0.5982906,0.345238095,0.16,92.28884845890411,6.331858834586276,5.88772706191568,5.046640872044153,4.332135489459531,0.56278395652771,"Tanner Gordon",27669,685299
"Luis Gil","NYY",4,1,0,11,11,57,6.473684210526316,5.2105263157894735,0.7894736842105263,0.25609756097560976,0.78378378,0.313609467,0.0625,95.178961489899,3.3157894736842106,4.938018647126277,4.626364388382226,5.649858163532458,0.5621792674064636,"Luis Gil",21052,661563
"Mason Englert","TBR",0,1,0,29,0,44.2,8.865672146565004,2.216418036641251,0.8059701951422731,0.312,0.70850202,0.409448818,0.085106382,93.85167253521126,3.8283584269257975,4.2647458550799815,3.1351363182067873,3.5932351755280343,0.5573360919952393,"Mason Englert",22288,669438
"Hogan Harris","ATH",2,1,4,48,0,64.2,9.04639317563923,4.592784227632224,0.6958763981260946,0.2832369942196532,0.7654321,0.346590909,0.071428571,93.43841552734375,3.201031431380035,3.8487146322623875,3.7073013566660205,4.371039894617289,0.5545775890350342,"Hogan Harris",21520,663687
"Chris Martin","TEX",2,6,2,49,0,42.1,9.141734205595585,1.700787759180574,1.2755908193854306,0.31896551724137934,0.77981651,0.426229508,0.139534883,94.89367228403141,2.9763785785660044,3.774481423110095,3.5839553102127715,3.307454241119233,0.5514674782752991,"Chris Martin",11847,455119
"Bailey Falter","- - -",7,7,0,26,24,125.1,5.816489597746244,3.3031916234114473,1.3643617574960327,0.2587601078167116,0.69423929,0.354922279,0.113095238,92.27562334384137,4.452127840250212,4.888735564174281,4.938327880745403,5.034169944891367,0.5387829095125198,"Bailey Falter",20070,663559
"Victor Vodnik","COL",4,3,10,52,0,50.2,8.703948460622644,4.618421632167117,0.7105264049487873,0.3014705882352941,0.79510703,0.542857142,0.095238095,98.69351078003876,3.019737221032346,4.171032119841803,3.7667153448279316,4.018420334729273,0.5312091112136841,"Victor Vodnik",24614,680767
"Dietrich Enns","- - -",3,3,2,24,3,46.1,9.517986460444389,2.9136693246258334,1.1654677298503333,0.3384615384615385,0.70671378,0.4,0.139534883,93.86423452741148,4.079137054476167,3.4001178085835333,3.674704711656016,3.422074269040495,0.5305722802877426,"Dietrich Enns",13932,608650
"Robert Garcia","TEX",4,8,9,71,0,64,9.562502279878206,3.093750737607655,1.1250002682209654,0.29411764705882354,0.78796562,0.394285714,0.121212121,94.54398114965596,2.9531257040800343,3.806900257396373,3.713261456042561,3.6781801160603877,0.5295040607452393,"Robert Garcia",23363,676395
"Matt Gage","- - -",0,1,0,33,2,31,7.838712088896256,3.483872039509447,0,0.3645833333333333,0.7755102,0.494623655,0,92.41524348846853,3.1935493695503263,3.0080001235812746,2.7480394249279603,4.140578589267815,0.5264025703072548,"Matt Gage",17381,657424
"Jordan Leasure","CHW",5,6,7,68,1,64.1,11.331609129256782,4.196892270095104,1.6787569080380416,0.25517241379310346,0.79113924,0.283870967,0.155844155,96.4142143459722,3.9170994520887636,3.1767646967170906,4.487468271904099,3.907891862451911,0.5197171419858932,"Jordan Leasure",29950,673929
"Max Meyer","MIA",3,5,0,12,12,64.2,9.463917897958574,2.783505264105463,1.670103158463278,0.32786885245901637,0.71243523,0.492227979,0.196721311,95.08325407608696,4.731958948979287,4.781854635487567,4.465033277723842,3.506983212249919,0.51743084192276,"Max Meyer",27474,676974
"Taijuan Walker","PHI",5,8,1,34,21,123.2,6.2587603330551635,3.05660388358508,1.52830194179254,0.2883116883116883,0.78061911,0.447761194,0.14,92.15319504662958,4.075471844780107,4.572659355911493,5.067750943013227,4.730237970375111,0.5112498626112938,"Taijuan Walker",11836,592836
"Eduard Bazardo","SEA",5,0,0,73,0,78.2,9.381357145323303,3.0889834502893803,1.02966115009646,0.22797927461139897,0.85014409,0.376237623,0.104651162,95.12907270951705,2.516949478013569,3.3339184393780337,3.6436109602297306,3.8417836266057526,0.5081480145454407,"Eduard Bazardo",20997,660825
"Seth Lugo","KCR",8,7,0,26,26,145.1,7.740825958980804,3.4059634219515535,1.6720184071398536,0.2663316582914573,0.79385403,0.389548693,0.154285714,91.99464641434263,4.149082714013711,5.173013341310418,5.089264826962831,4.5305793493074855,0.4965122640132904,"Seth Lugo",12447,607625
"Wandy Peralta","SDP",6,1,0,71,1,71.2,7.9116301880590845,3.767442946694802,0.6279071577824671,0.2863849765258216,0.75824176,0.597222222,0.094339622,95.39232042100694,3.1395357889123354,4.007563608049223,3.623508552037595,3.856701879980449,0.48722559958696365,"Wandy Peralta",14295,593974
"Bryan Baker","- - -",4,4,3,73,0,68.2,10.878641783949638,2.2281555461101665,1.7038836529077745,0.2857142857142857,0.74394464,0.38150289,0.180555555,96.69675660593629,4.0631071723185395,4.005118782764332,3.9215441580103763,3.07696006037182,0.48304085433483124,"Bryan Baker",19804,641329
"JP Sears","- - -",9,11,0,27,27,135.2,7.761670907166707,2.3882064329743713,1.9901720274786427,0.2868020304568528,0.74125874,0.292857142,0.14084507,92.28648913972134,5.041769136279228,4.227381840938684,5.213760435795592,4.759636157390231,0.47485367953777313,"JP Sears",23429,676664
"Joe Boyle","TBR",1,4,0,13,9,52,10.038461538461538,4.846153846153846,1.0384615384615385,0.2824427480916031,0.625,0.437956204,0.105263157,98.41873189155629,4.673076923076923,4.0291930340755835,4.192828625899095,4.382812105577726,0.4716900885105133,"Joe Boyle",29608,671212
"Gordon Graceffo","STL",3,1,1,26,0,43,8.37209376597682,2.7209304739424662,0.4186046882988409,0.35294117647058826,0.51446945,0.449275362,0.046511627,95.73482893730886,6.279070324482614,4.432498285939127,2.9258339740573667,3.862922209193952,0.47070756554603577,"Gordon Graceffo",29519,700669
"Kyle Harrison","- - -",1,1,0,11,6,35.2,9.588785474045721,3.532710437806318,1.0093458393732337,0.31313131313131315,0.76576577,0.39,0.102564102,94.6208281503287,4.037383357492935,4.155907807347322,3.723921391174507,3.9518045773202353,0.46572332456707954,"Kyle Harrison",27758,690986
"Luke Weaver","NYY",4,4,8,64,0,64.2,10.020620133015761,2.7835055925043783,1.3917527962521892,0.22641509433962265,0.73584906,0.275449101,0.106382978,95.07697202620967,3.6185572702556916,2.9382273391161635,3.8928683961663126,4.123644137479596,0.463337779045105,"Luke Weaver",16918,596133
"Luis Morales","ATH",4,3,0,10,9,48.2,7.952055210064154,3.3287672972361575,1.479452132104959,0.23255813953488372,0.85152838,0.350364963,0.126984126,97.22372746749409,3.143835780723038,4.422676602035283,4.6762322891494525,4.535059202978925,0.4575519529171288,"Luis Morales",32227,806960
"Cade Cavalli","WSN",3,1,0,10,10,48.2,7.397260660524795,2.773972747696798,1.2945206155918392,0.32679738562091504,0.72507553,0.5477707,0.175,96.92650374745935,4.253424879801757,4.139990627001614,4.532396665194804,3.929716618463715,0.45738735795021057,"Cade Cavalli",27473,676917
"Nick Mears","MIL",5,3,1,63,0,56.2,7.305884156277056,2.0647063919913418,1.1117649803030303,0.22727272727272727,0.67099567,0.339622641,0.092105263,95.36509610066372,3.494118509523809,4.4005405374297215,3.8586659085627275,4.320528162407825,0.4565664827823639,"Nick Mears",25376,683232
"José Buttó","- - -",5,3,1,55,0,67,7.791046550476655,4.2985084416422925,0.5373135552052866,0.30851063829787234,0.71902655,0.481481481,0.063492063,95.33655947730655,3.8955232752383275,4.5173672188164575,3.702300626479034,4.375876553494095,0.45567426085472107,"Jose Butto",23313,676130
"Jake Bird","- - -",4,2,0,48,0,55.1,10.734940953941122,4.066265512856485,1.1385543435998158,0.36054421768707484,0.65217391,0.474025974,0.14893617,,5.53012109748482,3.8446992762062573,3.9122448384415827,3.577216146848557,0.45240092277526855,"Jake Bird",21267,656234
"Andrew Saalfrank","ARI",2,1,3,28,0,29,5.896552499778024,3.103448684093697,0.3103448684093697,0.21686746987951808,0.86956522,0.44047619,0.03030303,89.10390863185975,1.2413794736374788,4.020844204314663,3.3075501339897704,4.613667457116047,0.4502909779548645,"Andrew Saalfrank",26203,685314
"Anthony Bender","MIA",3,5,4,51,0,50,7.560001153564629,3.7800005767823146,0.5400000823974735,0.21323529411764705,0.82677165,0.485507246,0.056603773,95.95182661576705,2.160000329589894,3.554487911816434,3.615136391448986,4.469380195478459,0.44537535309791565,"Anthony Bender",19742,669622
"Sean Manaea","NYM",2,4,0,15,12,60.2,11.12637461750517,1.7802199388008273,1.9285716003675628,0.3141025641025641,0.68471338,0.363636363,0.19402985,91.67016893946482,5.637363139535953,4.002174147719213,4.387883682548111,3.3048594227415804,0.44398920238018036,"Sean Manaea",15873,640455
"Mike Vasil","CHW",5,3,4,47,3,101,7.306931314018758,4.633663760109457,0.7128713477091471,0.24175824175824176,0.83061889,0.514285714,0.088888888,94.73320400876698,2.495049716982015,4.069033249911395,4.323255231055366,4.667379402195466,0.4335286468267441,"Mike Vasil",30105,678024
